run_name,model,model_family,hyperparameter_name,train_ratio,seed,condition,stage,eval_ratio,split,C,selected_hyperparams,train_rows,valid_rows,elapsed_seconds,n_rows,positive_rows,benign_rows,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,roc_auc,average_precision,pr_auc
random_forest_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,random_forest_class_weight_balanced,random_forest,min_samples_leaf,60/40,1,clean,validation_selected_reproduction,60/40,valid,1,True,1698,48,4.6113055089954287,48,19,29,0.91666666666666663,0.92196007259528123,0.8571428571428571,0.94736842105263153,0.90000000000000002,0.83192777497528536,26,3,1,18,0.92831215970961878,0.86785981037773419,0.86212835438907143
random_forest_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,random_forest_class_weight_balanced,random_forest,min_samples_leaf,60/40,1,clean,test,50/50,test,1,True,1698,48,4.700513122981647,42,21,21,0.83333333333333337,0.83333333333333326,0.84999999999999998,0.80952380952380953,0.82926829268292679,0.66742381247191462,18,3,4,17,0.9024943310657596,0.91907060308949462,0.91823281018140412
random_forest_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,random_forest_class_weight_balanced,random_forest,min_samples_leaf,60/40,1,clean,test,60/40,test,1,True,1698,48,4.797200641973177,53,21,32,0.86792452830188682,0.85788690476190477,0.84999999999999998,0.80952380952380953,0.82926829268292679,0.7222515325942731,29,3,4,17,0.9129464285714286,0.90270026139110637,0.90237275503750536
random_forest_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,random_forest_class_weight_balanced,random_forest,min_samples_leaf,60/40,1,clean,test,70/30,test,1,True,1698,48,4.9016066529729869,70,21,49,0.8571428571428571,0.84353741496598644,0.73913043478260865,0.80952380952380953,0.77272727272727271,0.67034577955304098,43,6,4,17,0.93245869776482027,0.87379363762168638,0.87602838030483654
random_forest_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,random_forest_class_weight_balanced,random_forest,min_samples_leaf,60/40,1,clean,test,75/25,test,1,True,1698,48,5.0098374429799151,84,21,63,0.8571428571428571,0.84126984126984128,0.68000000000000005,0.80952380952380953,0.73913043478260865,0.64641558408243283,55,8,4,17,0.93877551020408168,0.86831761040407685,0.86798054817097015
random_forest_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,random_forest_class_weight_balanced,random_forest,min_samples_leaf,60/40,1,clean,test,80/20,test,1,True,1698,48,5.1448260009929072,105,21,84,0.84761904761904761,0.83333333333333326,0.58620689655172409,0.80952380952380953,0.68000000000000005,0.59642005197922698,72,12,4,17,0.92063492063492058,0.8208772689319308,0.82040113958277616
random_forest_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,random_forest_class_weight_balanced,random_forest,min_samples_leaf,60/40,1,clean,test,90/10,test,1,True,1698,48,5.3724054119957145,210,21,189,0.79047619047619044,0.79894179894179895,0.2982456140350877,0.80952380952380953,0.4358974358974359,0.40334255544980896,149,40,4,17,0.91017888636936251,0.70093433309380626,0.69790477393169359
random_forest_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,random_forest_class_weight_balanced,random_forest,min_samples_leaf,60/40,1,random_flip_10,validation_selected_reproduction,60/40,valid,5,True,1698,48,4.8263620870129671,48,19,29,0.8125,0.79945553539019953,0.77777777777777779,0.73684210526315785,0.7567567567567568,0.60498033845849486,25,4,5,14,0.89292196007259528,0.7644256483877705,0.7481985498545336
random_forest_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,random_forest_class_weight_balanced,random_forest,min_samples_leaf,60/40,1,random_flip_10,test,50/50,test,5,True,1698,48,4.9155985910037998,42,21,21,0.7857142857142857,0.7857142857142857,0.83333333333333337,0.7142857142857143,0.76923076923076927,0.57735026918962573,18,3,6,15,0.87074829931972786,0.88881824683977517,0.8861737054282397
random_forest_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,random_forest_class_weight_balanced,random_forest,min_samples_leaf,60/40,1,random_flip_10,test,60/40,test,5,True,1698,48,5.0155824079993181,53,21,32,0.75471698113207553,0.74776785714285721,0.68181818181818177,0.7142857142857143,0.69767441860465118,0.49188933866410628,25,7,6,15,0.86160714285714279,0.8380083526512101,0.83455127172109878
